country,year,SCD
BGD,2013,0.004469981731450219
BGD,2014,0.00469074872471774
BGD,2015,0.004442548757674081
BGD,2016,0.005804057410150354
BGD,2017,0.009241614966323813
BGD,2018,0.008764597479187295
BGD,2019,0.008501306086124486
BGD,2020,0.005579470996807726
BGD,2021,
BGD,2022,
BGR,2009,0.19453699243660727
BGR,2010,0.1499083140188647
BGR,2011,0.12671206225620915
BGR,2012,0.12130766213869265
BGR,2013,0.12235882159569908
BGR,2014,0.12261159635698947
BGR,2015,0.11017984721848247
BGR,2016,0.12043583675846671
BGR,2017,0.1176374356450965
BGR,2018,0.11615078977362905
BGR,2019,0.10968574361903098
BGR,2020,0.04501428346240611
BGR,2021,
BGR,2022,
BHR,2009,0.11926299745977949
BHR,2010,0.12097099509147682
BHR,2011,0.06172816093556813
BHR,2012,0.05578011481989532
BHR,2013,0.05498062030617575
BHR,2014,0.05965234698955053
BHR,2015,0.10955105742672205
BHR,2016,0.16811172637712096
BHR,2017,0.16293482132256928
BHR,2018,0.12797471725582793
BHR,2019,0.13056260232813352
BHR,2020,0.028674173399201548
BHR,2021,
BHR,2022,
BHS,2009,0.5933370447420082
BHS,2010,0.6118227159374292
BHS,2011,0.5721637178705006
BHS,2012,0.570778489993639
BHS,2013,0.5520825848482671
BHS,2014,0.5612821067300993
BHS,2015,0.6021312712184081
BHS,2016,0.7919346160744024
BHS,2017,0.7472967155410367
BHS,2018,0.8311573356937375
BHS,2019,0.8935492205667039
BHS,2020,0.4175131638956839
BHS,2021,
BHS,2022,
BIH,2009,0.17093670772473565
BIH,2010,0.12978864962737224
BIH,2011,0.1208800860438137
BIH,2012,0.12309475943986452
BIH,2013,0.12259167067610634
BIH,2014,0.11969022757936149
BIH,2015,0.137838446884825
BIH,2016,0.1423581958371993
BIH,2017,0.1331528706087611
BIH,2018,0.13336991606270052
BIH,2019,0.1493674594327913
BIH,2020,0.06260217548038206
BIH,2021,
BIH,2022,
BLR,2009,0.022642264417732694
BLR,2010,0.022617754632695827
BLR,2011,0.01541411455656587
BLR,2012,0.01905486589452139
BLR,2013,0.02623818374865746
BLR,2014,0.028406012867096483
BLR,2015,0.030931444338546984
BLR,2016,0.03415832148874506
BLR,2017,0.03076533339091137
BLR,2018,0.02886873776403913
BLR,2019,0.030767372151332937
BLR,2020,0.014474893210345516
BLR,2021,
BLR,2022,
BLZ,2009,
BLZ,2010,
BLZ,2011,
BLZ,2012,
BLZ,2013,
BLZ,2014,
BLZ,2015,
BLZ,2016,
BLZ,2017,
BLZ,2018,
BLZ,2019,
BLZ,2020,
BLZ,2021,
BLZ,2022,
BMU,2009,
BMU,2010,
BMU,2011,0.1507549809445704
BMU,2012,0.13905335085984943
BMU,2013,0.13394530656544756
BMU,2014,0.12402955255500878
BMU,2015,0.11126715243299161
BMU,2016,0.12926994796884594
BMU,2017,0.14797729745571353
BMU,2018,0.15672582282401115
BMU,2019,0.15646335542304332
BMU,2020,0.02895573007714854
BMU,2021,
BMU,2022,
BOL,2009,0.04940025223307192
BOL,2010,0.041886905814000716
BOL,2011,0.04722799525443771
BOL,2012,0.049394400627471614
BOL,2013,0.04726868825268079
BOL,2014,0.052222359936758715
BOL,2015,0.07951623589883736
BOL,2016,0.09950063360119944
BOL,2017,0.10341329410175243
BOL,2018,0.09619769345871634
BOL,2019,0.0993431237657102
BOL,2020,0.0340380126108675
BOL,2021,
BOL,2022,
BRA,2009,0.0408453567712056
BRA,2010,0.03840240975841978
BRA,2011,0.03780658463587133
BRA,2012,0.03828566609035443
BRA,2013,0.038509129179729894
BRA,2014,0.03971384068956415
BRA,2015,0.03957006532241798
BRA,2016,0.040362102979872735
BRA,2017,0.038671038702652843
BRA,2018,0.03826259325344176
BRA,2019,0.03844768407893741
BRA,2020,0.03532794117125959
BRA,2021,0.0315
BRA,2022,0.0315
BRB,2009,
BRB,2010,
BRB,2011,
BRB,2012,
BRB,2013,
BRB,2014,
BRB,2015,
BRB,2016,
BRB,2017,
BRB,2018,
BRB,2019,
BRB,2020,
BRB,2021,
BRB,2022,
BRN,2009,0.03571210923153519
BRN,2010,
BRN,2011,
BRN,2012,0.006883993026433987
BRN,2013,0.007797268774572463
BRN,2014,0.0067771701487039995
BRN,2015,0.021773592871610292
BRN,2016,0.025477713676531736
BRN,2017,0.02943948262629051
BRN,2018,0.026966668234056124
BRN,2019,
BRN,2020,
BRN,2021,
BRN,2022,
BTN,2009,0.09020603708846424
BTN,2010,0.0950856149462938
BTN,2011,0.10133089710268785
BTN,2012,0.13168365568699397
BTN,2013,0.15942592818703433
BTN,2014,0.13860837675482704
BTN,2015,0.1739252477975034
BTN,2016,0.21738379050985507
BTN,2017,0.207556614698305
BTN,2018,0.16046288784423704
BTN,2019,0.13944120705165747
BTN,2020,0.1217846188003817
BTN,2021,
BTN,2022,
BWA,2009,0.18302094082262577
BWA,2010,0.08263400893052465
BWA,2011,0.0700585956868166
BWA,2012,0.07705205444339339
BWA,2013,0.05527423046462835
BWA,2014,0.05583021445239262
BWA,2015,0.07437778925393773
BWA,2016,0.061309975650402665
BWA,2017,0.07841194594325228
BWA,2018,0.07755300810925253
BWA,2019,0.11484257961246705
BWA,2020,0.04641484957481467
BWA,2021,
BWA,2022,
CAF,2009,0.03686147346062203
CAF,2010,0.05780963232495736
CAF,2011,0.04686709358528091
CAF,2012,0.05173788403075225
CAF,2013,0.06159334188283626
CAF,2014,
CAF,2015,
CAF,2016,
CAF,2017,
CAF,2018,
CAF,2019,
CAF,2020,
CAF,2021,
CAF,2022,
CAN,2009,0.08192390047290765
CAN,2010,0.08172688026759062
CAN,2011,0.08090257175350597
CAN,2012,0.06999999999999999
CAN,2013,0.06999999999999999
CAN,2014,0.06999999999999999
CAN,2015,0.06999999999999999
CAN,2016,0.06999999999999999
CAN,2017,0.06999999999999999
CAN,2018,0.06999999999999999
CAN,2019,0.06999999999999999
CAN,2020,0.06999999999999999
CAN,2021,0.06999999999999999
CAN,2022,0.06999999999999999
CHE,2009,0.05242295662219677
CHE,2010,0.04554621557851575
CHE,2011,0.043222356243270796
CHE,2012,0.04157460686782313
CHE,2013,0.039355564472097516
CHE,2014,0.04451709306723029
CHE,2015,0.04508585715587141
CHE,2016,0.042760618117868694
CHE,2017,0.04397581709082773
CHE,2018,0.043068622454600414
CHE,2019,0.04363927252616936
CHE,2020,0.02079324183593617
CHE,2021,
CHE,2022,
CHL,2009,0.03732955175724419
CHL,2010,0.02870996804228587
CHL,2011,0.028740139580794532
CHL,2012,0.03494285993196129
CHL,2013,0.03562560142103425
CHL,2014,0.03737804870003297
CHL,2015,0.048209879647510966
CHL,2016,0.053773819316732335
CHL,2017,0.05259572076126823
CHL,2018,0.046335932001058636
CHL,2019,0.042270931627598415
CHL,2020,0.012991190323958651
CHL,2021,
CHL,2022,
CIV,2009,0.013666382505289301
CIV,2010,0.018199661227458697
CIV,2011,0.014367320883131742
CIV,2012,0.013583265825133894
CIV,2013,0.01531791877925202
CIV,2014,0.014179028831684962
CIV,2015,0.017075095524564744
CIV,2016,0.03950704100000009
CIV,2017,0.03801341295819929
CIV,2018,0.04148718969201568
CIV,2019,0.04023223149354705
CIV,2020,0.015062275807910919
CIV,2021,
CIV,2022,
CMR,2009,0.04954341221914381
CMR,2010,0.027790766186637682
CMR,2011,0.056994462712236
CMR,2012,0.05236081325602734
CMR,2013,0.07613055683230306
CMR,2014,0.07321739815856301
CMR,2015,0.07040738953216352
CMR,2016,0.07927825963367696
CMR,2017,0.0821196537467741
CMR,2018,0.08455588121095019
CMR,2019,0.08648622983436094
CMR,2020,0.07034653881446469
CMR,2021,
CMR,2022,
COD,2009,0.004799760736809952
COD,2010,0.0012068741449495432
COD,2011,0.0011164725023054406
COD,2012,0.0007643548149956548
COD,2013,0.0007052631384672045
COD,2014,0.003592895415065889
COD,2015,9.56978924522174e-06
COD,2016,0.00035793638758027316
COD,2017,0.0005142193790504047
COD,2018,0.003762053088076321
COD,2019,
COD,2020,
COD,2021,
COD,2022,
COG,2009,0.013557537274379864
COG,2010,0.004328358130636858
COG,2011,0.004078374516067082
COG,2012,0.006617102196016482
COG,2013,0.005512116603846337
COG,2014,0.0059761456183147045
COG,2015,0.009231393702756973
COG,2016,0.009328827873243252
COG,2017,
COG,2018,
COG,2019,
COG,2020,
COG,2021,
COG,2022,
COL,2009,0.08066669335939115
COL,2010,0.0741835948607487
COL,2011,0.05948604677896686
COL,2012,0.06322826524432515
COL,2013,0.06973229636712759
COL,2014,0.07791106719881485
COL,2015,0.1149738675472225
COL,2016,0.13533353973285916
COL,2017,0.12489112022257678
COL,2018,0.12524328851078587
COL,2019,0.1323480189528453
COL,2020,0.05358718490287819
COL,2021,
COL,2022,
COM,2009,0.383133505760557
COM,2010,0.4021974511214842
COM,2011,0.4142830748694683
COM,2012,0.4324572616258781
COM,2013,
COM,2014,0.5645475051966267
COM,2015,0.5269678937355916
COM,2016,0.4671649007284854
COM,2017,0.4725900935245419
COM,2018,0.48024873661010276
COM,2019,0.4762673557118919
COM,2020,0.26625912627393333
COM,2021,
COM,2022,
CPV,2009,0.6488463126874023
CPV,2010,0.700320031420478
CPV,2011,0.650936892718097
CPV,2012,0.6306628109717166
CPV,2013,0.6345384123544933
CPV,2014,0.5955948813321408
CPV,2015,0.5279189517978025
CPV,2016,0.5174914372008793
CPV,2017,0.5369013893220631
CPV,2018,0.5141434964385307
CPV,2019,0.5390348338879306
CPV,2020,0.3668049391195232
CPV,2021,
CPV,2022,
CRI,2009,0.20811518738696924
CRI,2010,0.19622906551394068
CRI,2011,0.19055057465559488
CRI,2012,0.1854918840121722
CRI,2013,0.20344732487760644
CRI,2014,0.19229045452506677
CRI,2015,0.20129797562626234
CRI,2016,0.20526608756193856
CRI,2017,0.1895425764895679
CRI,2018,0.19340317119027656
CRI,2019,0.19365424958623362
CRI,2020,0.07429079407173325
CRI,2021,
CRI,2022,
CUB,2009,0.2240907832825909
CUB,2010,0.17822715063020894
CUB,2011,0.1445233558519545
CUB,2012,0.14009325258588348
CUB,2013,0.14026784273651374
CUB,2014,0.14293734560970134
CUB,2015,0.1886754567967338
CUB,2016,0.22418478260869565
CUB,2017,0.2343007166678493
CUB,2018,0.1915347556779078
CUB,2019,0.2093888537048765
CUB,2020,0.13137187820732124
CUB,2021,
CUB,2022,
CUW,2009,0.21710197009561755
CUW,2010,0.26720970655396953
CUW,2011,0.25250783699059554
CUW,2012,0.27770408280357056
CUW,2013,0.34517784112033706
CUW,2014,0.3529807854171182
CUW,2015,0.3398432083622209
CUW,2016,0.33798340516609454
CUW,2017,0.31622706776206033
CUW,2018,0.31348874971004326
CUW,2019,
CUW,2020,
CUW,2021,
CUW,2022,
CYM,2009,
CYM,2010,
CYM,2011,
CYM,2012,
CYM,2013,
CYM,2014,
CYM,2015,
CYM,2016,
CYM,2017,0.21756324839964836
CYM,2018,0.2301123427601469
CYM,2019,0.23353298642402376
CYM,2020,
CYM,2021,
CYM,2022,
CYP,2009,0.19509481928893552
CYP,2010,0.1645583171023267
CYP,2011,0.17616953915807193
CYP,2012,0.18799903861756898
CYP,2013,0.1995031531604218
CYP,2014,0.19088797109148253
CYP,2015,0.18118195097243883
CYP,2016,0.1934693340623763
CYP,2017,0.19323672356099073
CYP,2018,0.17973271409937375
CYP,2019,0.1635066085128946
CYP,2020,0.032573576435799736
CYP,2021,
CYP,2022,
CZE,2009,0.06223656721560873
CZE,2010,0.059663192254476125
CZE,2011,0.058477979331341245
CZE,2012,0.057520950623741934
CZE,2013,0.05651883495638624
CZE,2014,0.05531285572733827
CZE,2015,0.055414850411132574
CZE,2016,0.055647113118290424
CZE,2017,0.0554121226212513
CZE,2018,0.05504198084280548
CZE,2019,0.054904640677290104
CZE,2020,0.04885847879067943
CZE,2021,0.041999999999999996
CZE,2022,0.041999999999999996
DEU,2009,0.07105410915368751
DEU,2010,0.07026050686840196
DEU,2011,0.06957331827459777
DEU,2012,0.06958858993713347
DEU,2013,0.06999031219191265
DEU,2014,0.07015652395506325
DEU,2015,0.06992148670850083
DEU,2016,0.07014146208191341
DEU,2017,0.07002489325919521
DEU,2018,0.069847834517878
DEU,2019,0.06994452801960173
DEU,2020,0.0595
DEU,2021,0.0595
DEU,2022,0.0595
DJI,2009,
DJI,2010,
DJI,2011,
DJI,2012,
DJI,2013,0.006754658244107582
DJI,2014,0.007042087394426052
DJI,2015,0.00876450979140399
DJI,2016,0.012393607365820025
DJI,2017,0.008730066382969474
DJI,2018,0.012491595690502419
DJI,2019,
DJI,2020,
DJI,2021,
DJI,2022,
DMA,2009,
DMA,2010,
DMA,2011,
DMA,2012,
DMA,2013,
DMA,2014,
DMA,2015,
DMA,2016,
DMA,2017,
DMA,2018,
DMA,2019,
DMA,2020,
DMA,2021,
DMA,2022,
DNK,2009,0.03704473519405778
DNK,2010,0.034977309376400346
DNK,2011,0.03418567263803925
DNK,2012,0.034083313741582244
DNK,2013,0.034288826072960674
DNK,2014,0.039370419540934086
DNK,2015,0.03969132904466894
DNK,2016,0.04466593543571326
DNK,2017,0.04635677619658319
DNK,2018,0.04493274673898198
DNK,2019,
DNK,2020,
DNK,2021,
DNK,2022,
DOM,2009,0.39805620812890213
DOM,2010,0.3396648837762356
DOM,2011,0.3114835961620558
DOM,2012,0.3124860201478481
DOM,2013,0.3183459237594745
DOM,2014,0.330665584783633
DOM,2015,0.3585379107250511
DOM,2016,0.36763159587649424
DOM,2017,0.37575194238853477
DOM,2018,0.37076698239638745
DOM,2019,
DOM,2020,
DOM,2021,
DOM,2022,
DZA,2009,0.007369993785768777
DZA,2010,0.005208681408244571
DZA,2011,0.003818081659275267
DZA,2012,0.0037772879399851265
DZA,2013,0.004607996483731293
DZA,2014,0.004788260646572986
DZA,2015,0.009015561875550422
DZA,2016,0.007361468171206729
DZA,2017,0.004428930463284804
DZA,2018,0.004311980933742948
DZA,2019,0.003545997299783071
DZA,2020,0.0019521019269909579
DZA,2021,
DZA,2022,
ECU,2009,0.03826585286438928
ECU,2010,0.035502264217877666
ECU,2011,0.0297636367588276
ECU,2012,0.03399940869170832
ECU,2013,0.040012917999457734
ECU,2014,0.04616979767444561
ECU,2015,0.07039026814985035
ECU,2016,0.08618704333079774
ECU,2017,0.08990685106689537
ECU,2018,0.09006229552470219
ECU,2019,0.08842399988127687
ECU,2020,0.03158475217192212
ECU,2021,
ECU,2022,
EGY,2009,0.24906216839677034
EGY,2010,0.2916064829192547
EGY,2011,0.19228627659574463
EGY,2012,0.2364821558630734
EGY,2013,0.13745467466835112
EGY,2014,0.18330135135135125
EGY,2015,0.15883221601489764
EGY,2016,0.09612522297538356
EGY,2017,0.2315939515394428
EGY,2018,0.2690062917063872
EGY,2019,0.26877320163195206
EGY,2020,0.10181159760229344
EGY,2021,
EGY,2022,
ERI,2009,0.30921916340416933
ERI,2010,
ERI,2011,
ERI,2012,
ERI,2013,
ERI,2014,
ERI,2015,
ERI,2016,
ERI,2017,
ERI,2018,
ERI,2019,
ERI,2020,
ERI,2021,
ERI,2022,
ESP,2009,
ESP,2010,
ESP,2011,
ESP,2012,
ESP,2013,
ESP,2014,
ESP,2015,
ESP,2016,
ESP,2017,
ESP,2018,
ESP,2019,
ESP,2020,
ESP,2021,
ESP,2022,
EST,2009,
EST,2010,
EST,2011,
EST,2012,
EST,2013,0.0951980401632819
EST,2014,0.10447572476703014
EST,2015,0.10679808087752227
EST,2016,0.1030861485059398
EST,2017,0.10405981702047148
EST,2018,0.10219030881665954
EST,2019,0.10063077493260061
EST,2020,0.03988508539383089
EST,2021,
EST,2022,
ETH,2009,
ETH,2010,
ETH,2011,0.3747249576499932
ETH,2012,0.3320634328058104
ETH,2013,0.37589650090642734
ETH,2014,0.3254474127908759
ETH,2015,0.3919216471025787
ETH,2016,0.3996726413623987
ETH,2017,0.42995031982697013
ETH,2018,0.5084832549718867
ETH,2019,0.48397967349459037
ETH,2020,0.32447526398792736
ETH,2021,
ETH,2022,
FIN,2009,0.04452012569552438
FIN,2010,0.046924483825446305
FIN,2011,0.0523739504932212
FIN,2012,0.05405278255275496
FIN,2013,0.05585324826538907
FIN,2014,0.053737205078838696
FIN,2015,0.04806674583333895
FIN,2016,0.04761275137031652
FIN,2017,0.053775806278811976
FIN,2018,0.053741137228924825
FIN,2019,0.05480516578939949
FIN,2020,0.017969122952922533
FIN,2021,
FIN,2022,
FJI,2009,0.48480276716869614
FJI,2010,0.457434734545244
FJI,2011,0.4262521732628854
FJI,2012,0.40743991000529317
FJI,2013,0.40537504717196177
FJI,2014,0.4292013329859304
FJI,2015,0.4784037733488983
FJI,2016,0.49960678042097306
FJI,2017,0.5045811974624882
FJI,2018,0.5140590688477443
FJI,2019,0.49684162933451853
FJI,2020,0.17774620780664
FJI,2021,
FJI,2022,
FRA,2009,0.08429530363228024
FRA,2010,0.07629222516836036
FRA,2011,0.07799755054996237
FRA,2012,0.07855042272900528
FRA,2013,0.07667552845326456
FRA,2014,0.07662837406150476
FRA,2015,0.08582906873005247
FRA,2016,0.08167871492814616
FRA,2017,0.08095173076457772
FRA,2018,0.07919935330562962
FRA,2019,0.07903391005894783
FRA,2020,0.047552538396206184
FRA,2021,
FRA,2022,
FRO,2009,
FRO,2010,
FRO,2011,
FRO,2012,
FRO,2013,
FRO,2014,
FRO,2015,
FRO,2016,
FRO,2017,
FRO,2018,
FRO,2019,
FRO,2020,
FRO,2021,
FRO,2022,
FSM,2009,
FSM,2010,
FSM,2011,
FSM,2012,
FSM,2013,
FSM,2014,
FSM,2015,
FSM,2016,
FSM,2017,
FSM,2018,
FSM,2019,
FSM,2020,
FSM,2021,
FSM,2022,
GAB,2009,0.004145617864601499
GAB,2010,0.01073875506156686
GAB,2011,0.002259014643994327
GAB,2012,0.0037743217613328177
GAB,2013,0.006063931292808153
GAB,2014,0.00536734311381666
GAB,2015,0.004334801841218014
GAB,2016,
GAB,2017,
GAB,2018,
GAB,2019,
GAB,2020,
GAB,2021,
GAB,2022,
GBR,2009,
GBR,2010,
GBR,2011,
GBR,2012,
GBR,2013,
GBR,2014,
GBR,2015,
GBR,2016,
GBR,2017,
GBR,2018,
GBR,2019,
GBR,2020,
GBR,2021,
GBR,2022,
GEO,2009,0.16880909277380496
GEO,2010,0.18266527795453635
GEO,2011,0.20398949038335507
GEO,2012,0.2599197006638336
GEO,2013,0.26715033244470954
GEO,2014,0.2801365759159395
GEO,2015,0.3353292148714368
GEO,2016,0.3747343091738265
GEO,2017,0.39312971695332555
GEO,2018,0.39542456054131825
GEO,2019,0.37073086651837617
GEO,2020,0.09918649063821204
GEO,2021,
GEO,2022,
GHA,2009,0.11126902031373231
GHA,2010,0.07438773315060018
GHA,2011,0.054853422926279656
GHA,2012,0.06928044921571502
GHA,2013,0.06317062499215303
GHA,2014,0.0665293748826061
GHA,2015,0.05446833347944429
GHA,2016,0.05435903457350904
GHA,2017,0.04492417984934565
GHA,2018,0.044263624184193176
GHA,2019,0.05820815875924906
GHA,2020,0.008654127627793317
GHA,2021,
GHA,2022,
GIN,2009,0.0032399604106473786
GIN,2010,0.000981040576464351
GIN,2011,0.0009583623553034019
GIN,2012,0.0006637564014302007
GIN,2013,
GIN,2014,0.007298822128660446
GIN,2015,0.014282100003557723
GIN,2016,0.006574877121272471
GIN,2017,0.0036000652328350077
GIN,2018,0.0009858689901101614
GIN,2019,0.0022077612302569606
GIN,2020,0.000194939608806386
GIN,2021,
GIN,2022,
GMB,2009,0.2802825614727148
GMB,2010,0.35340739946380667
GMB,2011,0.3618524307340766
GMB,2012,0.3704221558960688
GMB,2013,0.29875994033220227
GMB,2014,0.4097196364613257
GMB,2015,0.42871696670059484
GMB,2016,0.4647049687609018
GMB,2017,0.4602357612501342
GMB,2018,0.4672869224707802
GMB,2019,0.4292777744018503
GMB,2020,0.30441063578598027
GMB,2021,
GMB,2022,
GNB,2009,
GNB,2010,0.11445429053732425
GNB,2011,0.06493701020132768
GNB,2012,0.04590153973414445
GNB,2013,
GNB,2014,
GNB,2015,
GNB,2016,
GNB,2017,0.04214847464557987
GNB,2018,0.050512122986822824
GNB,2019,0.06483791983261206
GNB,2020,
GNB,2021,
GNB,2022,
GNQ,2009,
GNQ,2010,
GNQ,2011,
GNQ,2012,
GNQ,2013,
GNQ,2014,
GNQ,2015,
GNQ,2016,
GNQ,2017,
GNQ,2018,
GNQ,2019,
GNQ,2020,
GNQ,2021,
GNQ,2022,
GRC,2009,0.26199590891265223
GRC,2010,0.21514379999279487
GRC,2011,0.22697268787691938
GRC,2012,0.21197618603033483
GRC,2013,0.24299948644021113
GRC,2014,0.25624385727574556
GRC,2015,0.2801954020034759
GRC,2016,0.2792224185758433
GRC,2017,0.27462552449862937
GRC,2018,0.2620660242833068
GRC,2019,0.2804877445815366
GRC,2020,0.10290027134807758
GRC,2021,
GRC,2022,
GRD,2009,
GRD,2010,
GRD,2011,
GRD,2012,
GRD,2013,
GRD,2014,
GRD,2015,
GRD,2016,
GRD,2017,
GRD,2018,
GRD,2019,
GRD,2020,
GRD,2021,
GRD,2022,
GRL,2009,
GRL,2010,
GRL,2011,
GRL,2012,
GRL,2013,
GRL,2014,
GRL,2015,
GRL,2016,
GRL,2017,
GRL,2018,
GRL,2019,
GRL,2020,
GRL,2021,
GRL,2022,
GTM,2009,0.12007514254067944
GTM,2010,0.09873804036182189
GTM,2011,0.08491314570652934
GTM,2012,0.08858071591811585
GTM,2013,0.09956047210172511
GTM,2014,0.0925626951070697
GTM,2015,0.09483888928580332
GTM,2016,0.09709330216226049
GTM,2017,0.0918777305072027
GTM,2018,0.09270247966958113
GTM,2019,0.09029125751477514
GTM,2020,0.02349992501659097
GTM,2021,
GTM,2022,
GUM,2009,
GUM,2010,
GUM,2011,
GUM,2012,
GUM,2013,
GUM,2014,
GUM,2015,
GUM,2016,
GUM,2017,
