country,year,SCD
GUM,2018,
GUM,2019,
GUM,2020,
GUM,2021,
GUM,2022,
GUY,2009,
GUY,2010,
GUY,2011,
GUY,2012,
GUY,2013,
GUY,2014,
GUY,2015,
GUY,2016,
GUY,2017,
GUY,2018,
GUY,2019,
GUY,2020,
GUY,2021,
GUY,2022,
HND,2009,0.10684171850182651
HND,2010,0.08646629719352374
HND,2011,0.0706662974363454
HND,2012,0.0724907158887147
HND,2013,0.06968055049174984
HND,2014,0.07513250319582053
HND,2015,0.07081127840284758
HND,2016,0.06306270980405856
HND,2017,0.06118170278165785
HND,2018,0.060237087997356616
HND,2019,0.05555964601322469
HND,2020,0.022560036229297805
HND,2021,
HND,2022,
HRV,2009,0.4649020847859443
HRV,2010,0.39635843244270014
HRV,2011,0.4010887567913441
HRV,2012,0.40012032025842215
HRV,2013,0.4112761624311251
HRV,2014,0.3986315463955447
HRV,2015,0.3542128309629843
HRV,2016,0.3754251255918831
HRV,2017,0.38330258535783224
HRV,2018,0.37469995008579066
HRV,2019,0.38581132431555026
HRV,2020,0.23538951740099007
HRV,2021,
HRV,2022,
HTI,2009,0.40232022554187336
HTI,2010,0.3768285751278163
HTI,2011,0.34764398758941617
HTI,2012,0.3377128739183716
HTI,2013,0.34839464065783093
HTI,2014,0.3477014718465162
HTI,2015,0.3485044741336743
HTI,2016,0.31305261089188013
HTI,2017,0.2769761060355844
HTI,2018,0.35058522857258356
HTI,2019,
HTI,2020,
HTI,2021,
HTI,2022,
HUN,2009,0.07210629602039476
HUN,2010,0.06153639720527169
HUN,2011,0.059264787040065554
HUN,2012,0.05559826098001961
HUN,2013,0.057591383576219256
HUN,2014,0.06092640926561006
HUN,2015,0.06327446093155423
HUN,2016,0.06735414418078352
HUN,2017,0.06873638821566404
HUN,2018,0.0715503399809819
HUN,2019,0.07647313986391109
HUN,2020,0.03413477746095652
HUN,2021,
HUN,2022,
IDN,2009,0.06993012170829029
IDN,2010,0.06845581528154444
IDN,2011,0.06753320364398627
IDN,2012,0.06857572705637778
IDN,2013,0.07015703598681508
IDN,2014,0.07246000681428663
IDN,2015,0.07585196405424335
IDN,2016,0.07719222271515455
IDN,2017,0.07750694671965044
IDN,2018,0.08055167352641919
IDN,2019,0.08253830312740876
IDN,2020,0.06177455606758423
IDN,2021,0.055999999999999994
IDN,2022,0.055999999999999994
IMN,2009,
IMN,2010,
IMN,2011,
IMN,2012,
IMN,2013,
IMN,2014,
IMN,2015,
IMN,2016,
IMN,2017,
IMN,2018,
IMN,2019,
IMN,2020,
IMN,2021,
IMN,2022,
IND,2009,0.055999999999999994
IND,2010,0.055999999999999994
IND,2011,0.055999999999999994
IND,2012,0.06827028131722374
IND,2013,0.06809834537090338
IND,2014,0.06929530401462766
IND,2015,0.07145534159864791
IND,2016,0.07177031057896265
IND,2017,0.07278525268762305
IND,2018,0.07223157978729156
IND,2019,0.07394688446059063
IND,2020,0.06405217186112497
IND,2021,0.055999999999999994
IND,2022,0.055999999999999994
IRL,2009,0.038267307957429955
IRL,2010,0.03572518979754139
IRL,2011,0.03862463190107217
IRL,2012,0.03928366819455074
IRL,2013,0.03812816615087681
IRL,2014,0.03619223971768051
IRL,2015,0.029984994728084288
IRL,2016,0.03205920173239778
IRL,2017,0.031933089671826696
IRL,2018,0.03064028170959694
IRL,2019,0.02771156802333204
IRL,2020,0.006824231367030426
IRL,2021,
IRL,2022,
IRN,2009,0.024021951821421875
IRN,2010,0.022138398211788222
IRN,2011,0.015868558193398986
IRN,2012,0.01715427332943378
IRN,2013,0.02623492518390073
IRN,2014,0.039765885654681796
IRN,2015,0.06228126297226768
IRN,2016,0.0476718152529196
IRN,2017,0.0406731313154513
IRN,2018,0.04301854572914549
IRN,2019,
IRN,2020,
IRN,2021,
IRN,2022,
IRQ,2009,0.03255047785495329
IRQ,2010,0.0317955123638022
IRQ,2011,0.018871492047793235
IRQ,2012,0.01690207771016031
IRQ,2013,0.018073273046109412
IRQ,2014,0.021787766023226792
IRQ,2015,0.04921764376050518
IRQ,2016,0.06656830429732057
IRQ,2017,0.04660072932473917
IRQ,2018,0.021407336294585144
IRQ,2019,0.04041487960460233
IRQ,2020,0.019023935306665546
IRQ,2021,
IRQ,2022,
ISL,2009,
ISL,2010,
ISL,2011,
ISL,2012,
ISL,2013,
ISL,2014,
ISL,2015,
ISL,2016,
ISL,2017,
ISL,2018,
ISL,2019,
ISL,2020,
ISL,2021,
ISL,2022,
ISR,2009,
ISR,2010,
ISR,2011,
ISR,2012,
ISR,2013,
ISR,2014,
ISR,2015,
ISR,2016,
ISR,2017,
ISR,2018,
ISR,2019,
ISR,2020,
ISR,2021,
ISR,2022,
ITA,2009,
ITA,2010,
ITA,2011,
ITA,2012,
ITA,2013,
ITA,2014,
ITA,2015,0.07700337056663165
ITA,2016,0.07806030906991433
ITA,2017,0.07865508609899798
ITA,2018,0.07976693640997358
ITA,2019,0.08304726247315944
ITA,2020,0.03733801221194373
ITA,2021,
ITA,2022,
JAM,2009,
JAM,2010,
JAM,2011,
JAM,2012,
JAM,2013,
JAM,2014,
JAM,2015,
JAM,2016,
JAM,2017,
JAM,2018,
JAM,2019,
JAM,2020,
JAM,2021,
JAM,2022,
JOR,2009,
JOR,2010,
JOR,2011,
JOR,2012,
JOR,2013,
JOR,2014,
JOR,2015,
JOR,2016,
JOR,2017,
JOR,2018,
JOR,2019,
JOR,2020,
JOR,2021,
JOR,2022,
JPN,2009,0.03722575244469102
JPN,2010,0.03686229129018228
JPN,2011,0.035583086209803064
JPN,2012,0.036874624179746296
JPN,2013,0.037650067543856504
JPN,2014,0.03881220452855501
JPN,2015,0.04206150990147913
JPN,2016,0.04399180694150411
JPN,2017,0.04428965102726622
JPN,2018,0.046212850754731374
JPN,2019,0.04801750096783358
JPN,2020,0.035854457417597074
JPN,2021,0.0315
JPN,2022,0.0315
KAZ,2009,0.024562978207355573
KAZ,2010,0.018869556474077932
KAZ,2011,0.01702731707850115
KAZ,2012,0.02347748717694833
KAZ,2013,0.025880575913313872
KAZ,2014,0.025703489504714357
KAZ,2015,0.03486016748271625
KAZ,2016,0.04662041414611795
KAZ,2017,0.0435962644809192
KAZ,2018,0.039287426950932305
KAZ,2019,0.04414051835962737
KAZ,2020,0.01127713538660941
KAZ,2021,
KAZ,2022,
KEN,2009,0.1413717853658537
KEN,2010,0.17728964950276246
KEN,2011,0.18257197311036838
KEN,2012,0.17887784837170034
KEN,2013,0.16668650337671972
KEN,2014,0.15513061292214328
KEN,2015,0.15044772588645267
KEN,2016,0.14849464051518488
KEN,2017,0.14968352913596658
KEN,2018,0.15427087761159383
KEN,2019,0.15360148369654913
KEN,2020,
KEN,2021,
KEN,2022,
KGZ,2009,0.11694146399965104
KGZ,2010,0.0857708996487102
KGZ,2011,0.11981655867865233
KGZ,2012,0.16570285563203307
KGZ,2013,0.18876672920860763
KGZ,2014,0.16733986081057187
KGZ,2015,0.20510428950243384
KGZ,2016,0.19542618520272148
KGZ,2017,0.18192325190007846
KGZ,2018,0.19817793667404493
KGZ,2019,0.22568095494132692
KGZ,2020,0.07970374992271374
KGZ,2021,
KGZ,2022,
KHM,2009,0.11096428645392653
KHM,2010,0.10727905469815366
KHM,2011,0.11963613444554005
KHM,2012,0.11910473608443878
KHM,2013,0.11244153468170298
KHM,2014,0.11239155885387733
KHM,2015,0.11079253199829997
KHM,2016,0.10552419363422111
KHM,2017,0.10804297970665167
KHM,2018,0.11384049839249302
KHM,2019,0.11334468868862238
KHM,2020,0.05109021186773137
KHM,2021,0.034999999999999996
KHM,2022,0.034999999999999996
KIR,2009,
KIR,2010,
KIR,2011,
KIR,2012,
KIR,2013,
KIR,2014,
KIR,2015,
KIR,2016,
KIR,2017,0.17498674316315618
KIR,2018,
KIR,2019,
KIR,2020,
KIR,2021,
KIR,2022,
KNA,2009,
KNA,2010,
KNA,2011,
KNA,2012,
KNA,2013,
KNA,2014,
KNA,2015,
KNA,2016,
KNA,2017,
KNA,2018,
KNA,2019,
KNA,2020,
KNA,2021,
KNA,2022,
KOR,2009,0.2263014931364694
KOR,2010,0.22495253709604354
KOR,2011,0.22475578183916858
KOR,2012,0.22508889813278135
KOR,2013,0.2252638292118844
KOR,2014,0.226426429734511
KOR,2015,0.2259017126625539
KOR,2016,0.2274296430612183
KOR,2017,0.22475430236802335
KOR,2018,0.22663054476853078
KOR,2019,0.22877409107362284
KOR,2020,0.22285178314079038
KOR,2021,0.217
KOR,2022,0.217
KWT,2009,0.010479343448275865
KWT,2010,0.00745918920879619
KWT,2011,0.005710032641521541
KWT,2012,0.005996816346708426
KWT,2013,0.005015504293557344
KWT,2014,0.005519430193791796
KWT,2015,0.015111833053284653
KWT,2016,0.01594614796158965
KWT,2017,0.010406623223318062
KWT,2018,0.011565533819839107
KWT,2019,0.016337689350042678
KWT,2020,0.010794893508240828
KWT,2021,
KWT,2022,
LAO,2009,0.15435533286018957
LAO,2010,0.1525654144211905
LAO,2011,0.11699490133479595
LAO,2012,0.11940788033375999
LAO,2013,0.13400724870089695
LAO,2014,0.11870146245390623
LAO,2015,0.1480171308541721
LAO,2016,0.135681083717104
LAO,2017,
LAO,2018,
LAO,2019,
LAO,2020,
LAO,2021,
LAO,2022,
LBN,2009,0.6090472949426873
LBN,2010,0.5960967709102394
LBN,2011,0.4681535843194605
LBN,2012,0.5804796022242886
LBN,2013,0.5629190931656937
LBN,2014,0.5982191836638097
LBN,2015,0.6134081019131008
LBN,2016,0.6634963762634477
LBN,2017,0.6954296630988227
LBN,2018,0.7629965181996646
LBN,2019,0.8161009191029237
LBN,2020,0.4562704764941529
LBN,2021,
LBN,2022,
LBR,2009,
LBR,2010,
LBR,2011,
LBR,2012,
LBR,2013,
LBR,2014,
LBR,2015,
LBR,2016,
LBR,2017,
LBR,2018,
LBR,2019,
LBR,2020,
LBR,2021,
LBR,2022,
LBY,2009,0.004134870162874696
LBY,2010,0.003402968355450488
LBY,2011,
LBY,2012,
LBY,2013,
LBY,2014,
LBY,2015,
LBY,2016,
LBY,2017,
LBY,2018,
LBY,2019,
LBY,2020,
LBY,2021,
LBY,2022,
LCA,2009,
LCA,2010,
LCA,2011,
LCA,2012,
LCA,2013,
LCA,2014,
LCA,2015,
LCA,2016,
LCA,2017,
LCA,2018,
LCA,2019,
LCA,2020,
LCA,2021,
LCA,2022,
LIE,2009,
LIE,2010,
LIE,2011,
LIE,2012,
LIE,2013,
LIE,2014,
LIE,2015,
LIE,2016,
LIE,2017,
LIE,2018,
LIE,2019,
LIE,2020,
LIE,2021,
LIE,2022,
LKA,2009,0.08403887405179346
LKA,2010,
LKA,2011,
LKA,2012,
LKA,2013,
LKA,2014,
LKA,2015,0.23500443451103786
LKA,2016,0.26316704335685315
LKA,2017,0.26632859118183616
LKA,2018,0.27685644180745295
LKA,2019,0.24008039889077729
LKA,2020,0.08253882422277953
LKA,2021,
LKA,2022,
LSO,2009,
LSO,2010,
LSO,2011,
LSO,2012,
LSO,2013,
LSO,2014,
LSO,2015,
LSO,2016,
LSO,2017,
LSO,2018,
LSO,2019,
LSO,2020,
LSO,2021,
LSO,2022,
LTU,2009,0.034999999999999996
LTU,2010,0.034999999999999996
LTU,2011,0.034999999999999996
LTU,2012,0.034999999999999996
LTU,2013,0.034999999999999996
LTU,2014,0.034999999999999996
LTU,2015,0.034999999999999996
LTU,2016,0.034999999999999996
LTU,2017,0.034999999999999996
LTU,2018,0.034999999999999996
LTU,2019,0.034999999999999996
LTU,2020,0.034999999999999996
LTU,2021,0.034999999999999996
LTU,2022,0.034999999999999996
LUX,2009,0.05642243733797697
LUX,2010,0.049406500832085684
LUX,2011,0.051239146551814344
LUX,2012,0.05271426426832139
LUX,2013,0.04894454428875143
LUX,2014,0.047971100397728984
LUX,2015,0.05364522835807154
LUX,2016,0.04715060229440309
LUX,2017,0.04320275572189799
LUX,2018,0.040244294111777705
LUX,2019,0.03910857337018092
LUX,2020,0.029573008839564086
LUX,2021,
LUX,2022,
LVA,2009,
LVA,2010,
LVA,2011,
LVA,2012,
LVA,2013,
LVA,2014,
LVA,2015,
LVA,2016,
LVA,2017,
LVA,2018,
LVA,2019,
LVA,2020,
LVA,2021,
LVA,2022,
MAR,2009,0.30675555703987084
MAR,2010,0.27210955686652893
MAR,2011,0.2587297626745196
MAR,2012,0.24737938653300087
MAR,2013,0.2342144833275575
MAR,2014,0.25266256392327907
MAR,2015,0.23445353216385106
MAR,2016,0.2310193922685118
MAR,2017,0.23507261828975978
MAR,2018,0.2209969357702869
MAR,2019,0.22635614344993346
MAR,2020,0.12079281860268525
MAR,2021,
MAR,2022,
MCO,2009,
MCO,2010,
MCO,2011,
MCO,2012,
MCO,2013,
MCO,2014,
MCO,2015,
MCO,2016,
MCO,2017,
MCO,2018,
MCO,2019,
MCO,2020,
MCO,2021,
MCO,2022,
MDA,2009,0.11966285773501387
MDA,2010,0.11436751695495566
MDA,2011,0.09240089728656216
MDA,2012,0.10289875324416208
MDA,2013,0.10630810888301798
MDA,2014,0.11065053379429425
MDA,2015,0.12095808935419065
MDA,2016,0.1311451397870584
MDA,2017,0.14279684588361777
MDA,2018,0.14475701526363308
MDA,2019,0.1439562544921733
MDA,2020,0.1099812222483784
MDA,2021,
MDA,2022,
MDG,2009,0.16738801853139945
MDG,2010,0.19462770170090649
MDG,2011,0.1931773216186526
MDG,2012,0.23632216975339965
MDG,2013,0.210636961934549
MDG,2014,0.2089373346820795
MDG,2015,0.21650686013039286
MDG,2016,0.2645728116217748
MDG,2017,0.20850588315962656
MDG,2018,0.2025640903297649
MDG,2019,0.23720641290803504
MDG,2020,0.0768402363404501
MDG,2021,
MDG,2022,
MDV,2009,
MDV,2010,
MDV,2011,
MDV,2012,
MDV,2013,
MDV,2014,0.8327738564989593
MDV,2015,0.85263738955298
MDV,2016,0.8359403346745385
MDV,2017,0.8330834464586913
MDV,2018,0.8504370175032311
MDV,2019,0.8452933461576101
MDV,2020,0.7867091432016153
MDV,2021,
MDV,2022,
MEX,2009,0.036042210628479454
MEX,2010,0.032810477282979346
MEX,2011,0.030989089172866358
MEX,2012,0.03109460713825392
MEX,2013,0.03151599845459872
MEX,2014,0.03260406811256616
MEX,2015,0.034555530414885016
MEX,2016,0.036106368988846456
MEX,2017,0.036089044986909805
MEX,2018,0.03555753195831933
MEX,2019,0.036432040831576876
MEX,2020,0.02880872863388348
MEX,2021,0.020999999999999998
MEX,2022,0.020999999999999998
MHL,2009,0.07360185915055309
MHL,2010,0.06363369090337001
MHL,2011,0.05412946918933026
MHL,2012,0.04132244083857162
MHL,2013,0.04510406126111851
MHL,2014,0.05850810928195848
MHL,2015,0.0184563366140497
MHL,2016,0.41279949511539105
MHL,2017,0.21654784907536104
MHL,2018,0.2299858047439972
MHL,2019,
MHL,2020,
MHL,2021,
MHL,2022,
MKD,2009,0.0752198839867959
MKD,2010,0.05316463317605268
MKD,2011,0.04893327199831763
MKD,2012,0.053597603216803735
MKD,2013,0.05751409457170017
MKD,2014,0.05502642330327176
MKD,2015,0.05463538724703863
MKD,2016,0.05233876731398458
MKD,2017,0.05308431520951475
MKD,2018,0.05053921694410609
MKD,2019,0.05097001364824539
MKD,2020,0.03542844417345786
MKD,2021,
MKD,2022,
MLI,2009,0.09262279711693953
MLI,2010,0.08516926452350386
MLI,2011,0.07772066306057905
MLI,2012,0.04302863099034254
MLI,2013,0.05394288434736632
MLI,2014,0.06600296268521003
MLI,2015,0.05901887042459738
MLI,2016,0.06124601573067477
MLI,2017,0.059627812182209784
MLI,2018,0.055057423354882916
MLI,2019,
MLI,2020,
MLI,2021,
MLI,2022,
MLT,2009,
MLT,2010,
MLT,2011,
MLT,2012,
MLT,2013,
MLT,2014,
MLT,2015,
MLT,2016,
MLT,2017,
MLT,2018,
MLT,2019,
MLT,2020,
MLT,2021,
MLT,2022,
MMR,2009,
MMR,2010,
MMR,2011,
MMR,2012,
MMR,2013,
MMR,2014,
MMR,2015,
MMR,2016,
MMR,2017,
MMR,2018,
MMR,2019,
MMR,2020,
MMR,2021,
MMR,2022,
MNE,2009,0.5524571102526467
MNE,2010,0.5036650052274589
MNE,2011,0.48408160101432274
MNE,2012,0.5002481422477089
MNE,2013,0.5031804727474375
MNE,2014,0.5200249491483196
MNE,2015,0.5525777045201976
MNE,2016,0.5503465505069207
MNE,2017,0.5567542544848647
MNE,2018,0.5183567940742468
MNE,2019,0.5249836234668502
MNE,2020,0.14483077784361437
MNE,2021,
MNE,2022,
MNG,2009,0.06793315632923552
MNG,2010,0.06074511050269631
MNG,2011,0.04580296838020874
MNG,2012,0.04704206409365083
MNG,2013,0.04946900776642224
MNG,2014,0.04706906796185407
MNG,2015,0.05130263556827442
MNG,2016,0.054988754258635336
MNG,2017,0.05540384791517428
MNG,2018,0.055587057015107355
MNG,2019,0.056574747998335936
MNG,2020,0.0369149821771602
MNG,2021,0.034999999999999996
MNG,2022,0.034999999999999996
MOZ,2009,0.06323106608275496
MOZ,2010,0.04028081033219756
MOZ,2011,0.03727626647971538
MOZ,2012,0.044716429386000414
MOZ,2013,0.04735797121527409
MOZ,2014,0.03816862539374409
MOZ,2015,0.03826019583045778
MOZ,2016,0.026696240774995227
MOZ,2017,0.03012342567789347
MOZ,2018,0.04840908806550962
MOZ,2019,0.056232840116987565
MOZ,2020,0.024208529637325366
MOZ,2021,
MOZ,2022,
MRT,2009,
MRT,2010,
MRT,2011,
MRT,2012,0.015398238012983043
MRT,2013,0.015181611565388033
MRT,2014,0.01698014972138317
MRT,2015,0.01660635217816325
MRT,2016,0.015180165664166644
MRT,2017,0.010209768398794141
MRT,2018,0.0021937885676152477
MRT,2019,0.004092991711668974
MRT,2020,0.0018711376266507156
MRT,2021,
MRT,2022,
MUS,2009,0.3213689974969976
MUS,2010,0.3107297679394759
MUS,2011,0.3007757387499639
MUS,2012,0.28468360817996763
MUS,2013,0.1994375119033055
MUS,2014,0.20045453709500521
MUS,2015,0.21394284468823224
MUS,2016,0.23419901300897003
MUS,2017,0.23908903012508606
MUS,2018,0.2466823146322921
MUS,2019,0.2290161603786825
MUS,2020,0.08089810510313841
MUS,2021,
MUS,2022,
MWI,2009,
MWI,2010,
MWI,2011,
MWI,2012,
MWI,2013,
MWI,2014,
MWI,2015,
MWI,2016,
MWI,2017,0.03087493552505856
MWI,2018,0.047694210757218206
MWI,2019,0.04318825112680804
MWI,2020,0.027023187934188724
MWI,2021,
MWI,2022,
MYS,2009,0.09319228750857438
MYS,2010,0.08849841522669201
MYS,2011,0.08400125564323765
MYS,2012,0.08706931235052622
MYS,2013,0.09523060958788516
MYS,2014,0.09808362371292467
MYS,2015,0.09171125583679321
MYS,2016,0.09784005303629308
MYS,2017,0.09091200546566194
MYS,2018,0.08852792330795692
MYS,2019,0.09312867236275225
MYS,2020,0.01629462841388789
MYS,2021,
MYS,2022,
NAM,2009,0.10999850856546929
NAM,2010,0.08533676423328881
NAM,2011,0.09047694111970207
NAM,2012,0.07962591269298244
NAM,2013,0.07904386979259533
NAM,2014,0.11376886216707324
NAM,2015,0.13468542052108884
NAM,2016,0.07858867202911718
NAM,2017,0.1035646956650068
NAM,2018,0.09939994760779727
NAM,2019,0.09878711967414623
NAM,2020,0.043485811860634334
NAM,2021,
NAM,2022,
NCL,2009,0.1760483762108629
NCL,2010,0.1194787631208009
NCL,2011,0.1370395719357679
NCL,2012,0.16789830760733107
NCL,2013,0.17981196300841612
NCL,2014,0.14519537566670995
NCL,2015,0.15580265675016772
NCL,2016,0.14754609623354722
NCL,2017,
NCL,2018,
NCL,2019,
NCL,2020,
NCL,2021,
NCL,2022,
NER,2009,0.06265941571165669
NER,2010,0.08302709416115289
NER,2011,0.040258093965161945
NER,2012,0.03360154534118025
NER,2013,0.03398443729371388
NER,2014,0.057730384631705184
NER,2015,0.057898427386628655
NER,2016,0.06639608558326664
NER,2017,0.060838787145043094
NER,2018,0.07434857411973546
NER,2019,0.08753955760409969
NER,2020,
NER,2021,
NER,2022,
NGA,2009,
NGA,2010,
NGA,2011,
NGA,2012,
NGA,2013,
NGA,2014,
NGA,2015,
NGA,2016,
NGA,2017,
NGA,2018,
NGA,2019,
NGA,2020,
NGA,2021,
NGA,2022,
NIC,2009,
NIC,2010,
NIC,2011,
NIC,2012,
NIC,2013,
NIC,2014,
NIC,2015,
NIC,2016,
NIC,2017,
NIC,2018,
NIC,2019,
NIC,2020,
NIC,2021,
NIC,2022,
NLD,2009,
NLD,2010,
NLD,2011,
NLD,2012,0.02626448337959945
NLD,2013,0.027347755548409108
NLD,2014,0.02680770132915275
NLD,2015,0.026947573608309017
NLD,2016,0.030112188567677157
NLD,2017,0.030233978665570097
NLD,2018,0.02955189265253713
NLD,2019,0.029933678845673394
NLD,2020,0.01442161497732941
NLD,2021,
NLD,2022,
NOR,2009,0.023560548601283333
NOR,2010,0.02312771870009682
NOR,2011,0.023365756098171108
NOR,2012,0.023541481246282858
NOR,2013,0.024178496833188866
NOR,2014,0.025186558153547176
NOR,2015,0.026624600428285197
NOR,2016,0.0280234778281681
NOR,2017,0.02724231015901942
NOR,2018,0.026879655641010376
NOR,2019,0.027946630067168264
NOR,2020,0.019498145761576123
NOR,2021,0.013999999999999999
NOR,2022,0.013999999999999999
NPL,2009,0.27497544750156894
NPL,2010,0.24650132110798106
NPL,2011,0.24642450622159914
NPL,2012,0.19956984062476277
NPL,2013,0.2233116699773654
NPL,2014,0.22204280484006425
NPL,2015,0.20455275523529817
NPL,2016,0.2482591111814955
NPL,2017,0.31458278761491654
NPL,2018,0.2859485703875697
NPL,2019,0.3011659587727964
NPL,2020,0.10460341768238478
NPL,2021,
NPL,2022,
NRU,2009,0.013581960000000007
NRU,2010,0.024328714285714297
NRU,2011,0.024738121951219518
NRU,2012,0.014474059701492528
NRU,2013,0.015721467741935488
NRU,2014,0.06922444485981309
NRU,2015,0.027990173972602755
NRU,2016,0.048152692783505154
NRU,2017,0.05943909310344832
NRU,2018,0.022324615574297064
NRU,2019,
NRU,2020,
NRU,2021,
NRU,2022,
NZL,2009,0.17143897943831507
NZL,2010,0.14705956981048557
NZL,2011,0.14261361615898263
NZL,2012,0.1404463222780633
NZL,2013,0.13514638437491186
NZL,2014,0.1523433697562312
NZL,2015,0.19009860484661711
NZL,2016,0.1941872944243882
NZL,2017,0.1858765054333141
NZL,2018,0.1855277983705364
NZL,2019,
NZL,2020,
NZL,2021,
NZL,2022,
OMN,2009,0.03730223880597016
OMN,2010,0.027910617551462638
OMN,2011,0.03058476845531872
OMN,2012,0.03142758538899428
OMN,2013,0.03179188928790402
OMN,2014,0.03460658020914195
OMN,2015,0.057494609702535455
OMN,2016,0.07486410857908837
OMN,2017,0.07112154365721533
OMN,2018,0.06204328785581945
OMN,2019,0.07059950471416632
OMN,2020,0.018729467016164274
OMN,2021,
OMN,2022,
PAK,2009,0.04092533879382204
PAK,2010,0.040147012659528775
PAK,2011,0.03625080790092047
PAK,2012,0.03414416006163496
PAK,2013,0.02977968525815413
PAK,2014,0.031959621499345454
PAK,2015,0.03058146784195644
PAK,2016,0.028831102828940188
PAK,2017,0.031016746076122873
PAK,2018,0.027648528084173944
PAK,2019,0.03291725451290433
PAK,2020,0.027384751987332197
PAK,2021,
PAK,2022,
PAN,2009,0.11725939611369858
PAN,2010,0.12381114844141368
PAN,2011,0.13083121576583187
PAN,2012,0.14786966463956652
PAN,2013,0.17877938691945952
PAN,2014,0.20366399786412476
PAN,2015,0.2177361635053733
PAN,2016,0.2518778197021364
PAN,2017,0.25591004609315904
PAN,2018,0.2504334403341399
PAN,2019,0.25130924114220365
PAN,2020,0.08895831599830027
PAN,2021,
PAN,2022,
PER,2009,0.07637392189870532
PER,2010,0.06029044513903858
PER,2011,0.05371041838481427
PER,2012,0.05812976314883854
PER,2013,0.07846401094573854
PER,2014,0.08607302693432863
PER,2015,0.10246516088416334
PER,2016,0.09887115870879594
PER,2017,0.08510205346033986
PER,2018,0.08033589531912122
PER,2019,0.08567686796706948
PER,2020,0.021619392904106048
PER,2021,
PER,2022,
PHL,2009,0.058450184024318994
PHL,2010,0.0570698708557959
PHL,2011,0.0598363481769979
PHL,2012,0.06269586465516577
PHL,2013,0.06460139080514143
PHL,2014,0.0643372855716555
PHL,2015,0.0650780390180152
PHL,2016,0.06419976368342115
PHL,2017,0.06780207641732489
PHL,2018,0.0698118548931988
PHL,2019,0.07413079036119304
PHL,2020,0.05111139395874411
PHL,2021,0.041999999999999996
PHL,2022,0.041999999999999996
PLW,2009,0.6727298368268951
PLW,2010,0.6518339450228448
PLW,2011,0.6611281352048685
PLW,2012,0.6574806992838007
PLW,2013,0.6698711505872728
PLW,2014,0.6745170516703218
PLW,2015,0.685
PLW,2016,0.685
PLW,2017,0.6638906952540966
PLW,2018,0.385
PLW,2019,0.385
PLW,2020,0.385
PLW,2021,0.385
PLW,2022,0.385
PNG,2009,
PNG,2010,
PNG,2011,
PNG,2012,
PNG,2013,
PNG,2014,
PNG,2015,
PNG,2016,
PNG,2017,
PNG,2018,
PNG,2019,
PNG,2020,
PNG,2021,
PNG,2022,
POL,2009,0.06060765689409966
POL,2010,0.0517749553995264
POL,2011,0.05135288633166576
POL,2012,0.053369937139960744
POL,2013,0.051619843740744506
POL,2014,0.05064689316207423
POL,2015,0.04931065360549308
POL,2016,0.05047695737698588
POL,2017,0.05098473866878502
POL,2018,0.05012821328739287
POL,2019,0.04955069922171794
POL,2020,0.02637357425373542
POL,2021,
POL,2022,
PRI,2009,0.052231172274062355
PRI,2010,0.05207826498770622
PRI,2011,0.048896978748560936
PRI,2012,0.054720007677595814
PRI,2013,0.05309382581825587
PRI,2014,0.05519249163847394
PRI,2015,0.05506520728271557
PRI,2016,0.05539448006690828
PRI,2017,0.05440867838113082
PRI,2018,0.05456942526153012
PRI,2019,0.05671718662655219
PRI,2020,0.04693319451005344
PRI,2021,
PRI,2022,
PRK,2009,
PRK,2010,
PRK,2011,
PRK,2012,
PRK,2013,
PRK,2014,
PRK,2015,
PRK,2016,
PRK,2017,
PRK,2018,
PRK,2019,
PRK,2020,
PRK,2021,
PRK,2022,
PRT,2009,0.18504323073869153
PRT,2010,0.1813434806641723
PRT,2011,0.17655542772672678
PRT,2012,0.17846556563435775
PRT,2013,0.17929911994452086
PRT,2014,0.1901093794633064
PRT,2015,0.19765600912506714
PRT,2016,0.20836050837045886
PRT,2017,0.2275936248866721
PRT,2018,0.23043244255585865
PRT,2019,0.2346159080085378
PRT,2020,0.12299699565311795
PRT,2021,
PRT,2022,
PRY,2009,0.026418687228427322
PRY,2010,0.021153069750160205
PRY,2011,0.019215017861942456
PRY,2012,0.02301880254829225
PRY,2013,0.020060119074909476
PRY,2014,0.02192768796316176
PRY,2015,0.02766752547677215
PRY,2016,0.026557489704580217
PRY,2017,0.026805643404603428
PRY,2018,0.026510393593347746
PRY,2019,0.029884057490610606
PRY,2020,0.008822151351506267
PRY,2021,
PRY,2022,
PSE,2009,
PSE,2010,
PSE,2011,
PSE,2012,
PSE,2013,
PSE,2014,
PSE,2015,
PSE,2016,
PSE,2017,
PSE,2018,
PSE,2019,
PSE,2020,
PSE,2021,
PSE,2022,
PYF,2009,0.5615935661345325
PYF,2010,0.6319726922391119
PYF,2011,0.6409603506239051
PYF,2012,0.6560702428113157
PYF,2013,0.6679448417140036
PYF,2014,0.6888052946119441
PYF,2015,0.7256373063818444
PYF,2016,0.7253409687166604
PYF,2017,
PYF,2018,
PYF,2019,
PYF,2020,
PYF,2021,
PYF,2022,
QAT,2009,
QAT,2010,
QAT,2011,0.03663063428713164
QAT,2012,0.050533294620521474
QAT,2013,0.058487124014767376
QAT,2014,0.07541957514502401
QAT,2015,0.13144263856641064
QAT,2016,0.1739430644414594
QAT,2017,0.18493177362773422
QAT,2018,0.1485847606088042
